DATE,REASON,ALTTIME,SPECIAL,SPEAKER,INSTITUTION,WEBSITE,TITLE,ABSTRACT
2015/04/14,,,,"Guozhen Wang","MIT",,"Unstable Chromatic Homotopy Theory","
Using the self maps provided by the Hopkins-Smith periodicity theorem, we can decompose the unstable homotopy groups of a space into its periodic parts, except some lower stems. For fixed n, using the Bousfield-Kuhn functor we can associate to any space a spectrum, which captures the $v_n$-periodic part of its homotopy groups.

I will talk about the homotopy type of the Bousfield-Kuhn functor applied to spheres, which would tell us much about the $v_n$-periodic part of the homotopy groups of spheres provided we have a good understanding of the telescope conjecture. I will make use of the Goodwillie tower of the identity functor, which resolves the unstable spheres into spectra which are the Steinberg summands of the classifying spaces of the additive groups of vector spaces over finite fields.

By understanding the attaching maps of the Goodwillie tower after applying the Bousfield-Kuhn functor, we would be able to determine the homotopy type of its effect on spheres. As an example of how this works in concrete computations, I will compute the K(2)-local homotopy groups of the three sphere at primes p>3.

The computations show that the unstable homotopy groups not only have finite p-torsion, their K(2)-local parts also have finite $v_1$-torsion, which indicates there might be a more general finite $v_n$-torsion phenomena in the unstable world, conjectured by many people."
2015/04/27,,,,"Paul Goerss","Northwestern",,"Resolutions and duality in $K(2)$-local homotopy theory","The chromatic view of stable homotopy theory assembles a finite spectrum from its $K(n)$-localizations, focusing our attention on the $K(n)$-local category. This category has a number of interrelated dualities, which together go under the name of Gross-Hopkins duality. I'd like to explore this in the case $n=2$ using the topological resolutions developed with Henn, Mahowald, Rezk, and others. In particular, I'd like to explain how there is an elegant inevitability to calculations long regarded as impenetrable."
2015/05/04,,,,"Agnes Beaudry","Chicago",,"The Chromatic Splitting Conjecture at $n=p=2$","In its strongest form, the chromatic splitting conjecture gives a precise description of the homotopy type of $L_{1}L_{K(2)}S$, which has been shown to hold for $p\geq 5$ by Hopkins and for $p=3$ by Goerss, Henn and Mahowald. In this talk, I will explain why this description cannot hold at the prime $p=2$. More precisely, let $V(0)$ be the mod $2$ Moore spectrum. I will give a summary of how one uses the duality resolution techniques to show that $\pi_{k}L_1L_{K(2)}V(0)$ is not zero when $k$ is congruent to $5$ modulo $8$. I will explain how this contradicts the decomposition of $L_1L_{K(2)}S$ predicted by the chromatic splitting conjecture."
2015/05/11,,,,"Emanuele Dotto","MIT",,"Equivariant calculus of functors","
Let $G$ be a finite group. There is a notion of ``$J$-excision'' of functors on pointed $G$-spaces, for every finite $G$-set $J$. When $J$ is the trivial $G$-set with $n$ elements it agrees with Goodwillie's definition of $n$-excision. When $J=G$ it recovers Blumberg's notion of equivariant excision.

The talk will focus on the $J$-excisive approximations of a homotopy functor, and how they fit together into a ``Taylor tree''. We will discuss the convergence of the tree, as well as possible classifications of $J$-homogeneous functors. Finally, we will relate the layers of the ``genuine'' tower of the identity functor on pointed $G$-spaces to partition complexes, and discuss possible applications of $\mathbb{Z}/2$-calculus to Real algebraic $K$-theory."
2009/12/07,,,,"Clark Barwick","Harvard University",http://www.math.harvard.edu/~clarkbar/,"Equivariant derived algebraic geometry and K-theory",
2009/11/30,,,,"Barry Walker","Northwestern University",http://www.math.northwestern.edu/~bjwalker/,"Orientations and $p$-adic analysis","Ando constructed power operations for the Lubin-Tate cohomology theories using the theory of finite subgroups of a formal group. Moreover, he was able to produce a necessary and sufficient condition for a complex orientation of these cohomology theories to be compatible with the power operations. This result concerns the stable homotopy category of spectra. However, the Lubin-Tate spectra of Morava are very rigid objects. Using ideas of Ando, Hopkins and Rezk, we can classify those orientations of complex K-Theory that are compatible with Ando's power operations, but on the point set level. In this talk, we will show the equivalence of these two descriptions for complex p-adic K-Theory. To achieve this goal, we use the language of Bernoulli numbers attached to a formal group law and their relationship with distributions on a $p$-adic Lie group. Many of these tools were developed by N. Katz and J. Tate."
2009/11/24,,,"This will be a Tuesday talk, at 4pm in 2-132.","Charles Rezk",UIUC,http://www.math.uiuc.edu/~rezk/,"Koszul resolutions for algebras of power operations","Morava E-theory (the complex oriented cohomology theories associated to deformations of formal groups) are structured commutative ring spectra, and so support a well-behaved theory of power operations. We describe what is know about this theory, and we prove a conjecture of Ando, Hopkins, and Strickland, that the ring of power operations for such theories is Koszul."
2009/11/23,,,,"Rekha Santhanam","Johns Hopkins University",http://www.math.jhu.edu/~santhana/,"Equivariant $\Gamma$-spaces","Costenoble and Waner showed that grouplike equivariant $E_\infty$- spaces model equivariant infinite loop spaces. Shimakawa gave an equivariant analog of $\Gamma$-spaces to model equivariant infinite loop spaces. We describe equivariant $\Gamma$ spaces as defined by Shimakawa. We show that the categories of equivariant $E_\infty$-spaces and equivariant $\Gamma$-spaces are Quillen equivalent with appropriate model categories. Following Segal's work, we give a construction of equivariant $\Gamma$- spaces (and hence of equivariant infinite loop spaces) from symmetric monoidal $G$-categories for finite group $G$."
2009/11/16,,,,"Martin Bendersky",CUNY,http://math.hunter.cuny.edu/mbenders/,"The unstable chromatic spectral sequence","The (stable) chromatic spectral sequence has had a significant impact on our understanding of the stable homotopy groups of the spheres. I will talk about preliminary attempts to construct an unstable version. I will try to describe a filtration of the stable chromatic spectral sequence induced by the Hopf rings for the odd spheres. There are natural questions that arise in the unstable world (e.g. an unstable version of the Morava stabilizer algebra) and a chromatic interpretation of the Hopf invariant."
2009/11/09,,,,"Tyler Lawson","University of Minnesota",http://www.math.umn.edu/~tlawson/,"$p$-divisible groups, automorphic forms, and displays","Lurie's theorem allows the functorial construction of $E_\infty$ ring spectra associated to certain $p$-divisible groups. In this talk I will discuss three situations in which we can apply this and attempts to understand the computational results. The first is joint work with Behrens on the relationship between the moduli of elliptic curves and certain moduli of abelian surfaces with complex multiplication. The second is joint work with Hill on Shimura curves that parametrize ""false elliptic curves"", and in particular trying to obtain computations of the homotopy of the associated spectra without niceties such as $q$-expansions and Weierstrass equations. The third is on using Zink's work on displays to produce $E_\infty$ ring spectra from purely algebraic input data, in the form of invertible matrices over Witt rings."
2009/11/02,,,,"Hans-Werner Henn","University of Strasbourg",http://www-irma.u-strasbg.fr/~henn/,"The rationalization of the $K(2)$-local sphere and Picard groups at chromatic level $2$ for $p=3$.",
2009/10/26,,,,"Kirsten Wickelgren","Harvard University",http://math.harvard.edu/~kirsten/,"Étale $\pi_1$ obstructions to homotopy sections of curves","Grothendieck's anabelian conjectures say that hyperbolic algebraic curves over number fields should be $K(\pi,1)$'s in algebraic geometry. It follows that conjecturally the rational points on such a curve are the sections of étale $\pi_1$ of the structure map. These conjectures are analogous to equivalences between fixed points and homotopy fixed points of Galois actions on related topological spaces. We use cohomological obstructions of Jordan Ellenberg coming from nilpotent approximations to the curve to study the sections of étale $\pi_1$ of the structure map. We will relate Ellenberg's obstructions to Massey products, and explicitly compute mod $2$ versions of the first and second for $P^1-\{0,1,\infty\}$ over $\mathbf{Q}$. Over $\mathbf{R}$, we show the first obstruction alone determines the connected components of real points of the curve from those of the Jacobian."
2009/10/19,,,,"Emmanuel Farjoun","Hebrew University",http://www.ma.huji.ac.il/~farjoun/,"Homotopy normality and homotopy ideals.",
2009/10/05,,,,"Gereon Quick","WWU Muenster",http://wwwmath.uni-muenster.de/u/gquick/,"Some applications of profinite homotopy theory","The playing field of profinite homotopy theory is provided by the homotopy categories of profinite spaces and profinite spectra. A motivating application is the connection to algebraic geometry. For example the etale fundamental group and continuous etale cohomology of a scheme can be defined in a unified way using a profinite etale realization functor. We will discuss this functor and use it to define etale topological cobordism. But it turned out that profinite structures might be useful in other areas such as Lubin-Tate spectra. If time permits we will discuss this idea in progress as well."
2009/09/29,,,"This will be a Tuesday talk, at 4pm in 2-132.","Søren Galatius","Stanford University",http://math.stanford.edu/~galatius/,"Monoids of moduli spaces of manifolds.",
2009/09/28,,,,"Mike Hill","Harvard University",http://people.virginia.edu/~mah7cd/,"Equivariant computations and $\mathrm{RO}(G)$-graded spectral sequences.",
2009/09/21,,,,"David Ayala","University of Copenhagen",http://math.stanford.edu/~ayala/,"Singular field theories","This talk will motivate and develop a bordism category consisting of singular manifolds. Applications will be discussed having relevance to 'stable' characteristic classes of families of smooth manifolds and Gromov-Witten theory."
2009/09/14,,,,"Chris Schommer-Pries","Harvard University",http://sites.google.com/site/chrisschommerpriesmath/Home,"Extensions of $2$-Groups and a Finite Dimensional Model of the String Group","The $6$-connected cover of $\mathrm{Spin}(n)$, known as the group $\mathrm{String}(n)$, has fascinating connections with both abstract homotopy theory (through String Bordism and TMF) and with quantum field theory (through the 2D SUSY non-linear sigma model). A better geometric understanding of String geometry has the potential to offer new interactions between these fields. Unfortunately all previous models of $\mathrm{String}(n)$ are infinite dimensional, making a thorough geometric understanding elusive. In this talk we will construct a finite dimensional model of $\mathrm{String}(n)$ as a higher categorical version of a group (known as a $2$-group). In the process, we will ""categorify"" the classical notions of group cohomology and derived functor. In particular we will categorify Segal's topological group cohomology, thereby obtaining a classification of extensions of topological $2$-groups."
2009/05/18,,,"This talk will take place at the normal time (4:30) in 4-270.","Mike Hopkins","Harvard University",http://math.harvard.edu/people/HopkinsMichael.html,"The Kervaire Invariant",
2009/05/12,,,"This will be a Tuesday talk, at 4:00 in 2-151","José Gómez","University of British Columbia",http://www.math.ubc.ca/~josmago/,"Stable splittings and almost commuting elements","In this talk we will show that the space of almost commuting elements in a compact Lie group splits after one suspension."
2009/05/11,,,,"Christian Ausoni","University of Bonn",,"Algebraic K-Theory of K-theory spectra.",
2009/05/04,,,,"David Spivak","University of Oregon",http://www.uoregon.edu/~dspivak/,"Derived smooth manifolds","Given a smooth manifold $M$ and two submanifolds $A$ and $B$, their intersection need not be a smooth manifold. By Thom's transversality theorem, one can deform $A$ to be transverse to $B$ and take the intersection: the result, written $A\cap B$, will be a smooth manifold. Moreover, if $A$ and $B$ are compact, then there is a cup product formula in cobordism, integral cohomology, etc. of the form $[A]\cup[B]=[AB]$, where $[\cdot]$ denotes the cohomology fundamental class.  The problem is that $AB$ is not unique, and there is no functorial way to choose transverse intersections for pairs of submanifolds. The goal of the theory of derived manifolds is to correct this defect.  The category of derived manifolds contains the category of manifolds as a full subcategory, is closed under taking intersections of manifolds, and yet has enough structure that every compact derived manifold has a fundamental class. Even if the submanifolds $A$ and $B$ of $M$ are not transverse (in which case their intersection can be arbitrarily singular), their intersection $A\times_MB$ will be a derived manifold with $[A\times_MB]= [AB]$, and thus satisfy the above cup product formula.  To construct the category of derived manifolds, one imitates the constructions of schemes, but in a smooth and homotopical way. I will begin the talk by explaining this construction. Then I will give some examples and discuss some features of the category of derived manifolds. I will end by sketching the Thom-Pontrjagin argument which implies that compact derived manifolds have fundamental classes."
2009/04/27,,,,"Stefan Hornet","Harvard University",,"A generalization of a theorem of Ravenel and Wilson.",
2009/04/15,,,"This will be a Wednesday talk, at 4:00 in 2-143.","Fred Cohen","University of Rochester",http://www.math.rochester.edu/people/faculty/cohf/,"Generalized moment-angle complexes","A second subspace of a product is the generalized moment-angle complex first defined in generality by Neil Strickland. Definitions, examples, as well as connections will be addressed.

One notable case is given by subspaces of products of infinite dimensional complex projective space 'indexed by a finite simplicial complex'. These spaces appearing in work of Goresky-MacPherson, Davis-Januskiewicz, Buchstaber-Panov-Ray, Denham-Suciu, Franz as well as many others encode information ranging from the structure of toric varieties in one guise, Stanley-Reisner rings, as well as 'motions of certain types of robotic legs' in another guise.

What do these spaces have to do with the motions of legs of a cockroach? This feature will be illustrated with slides.

Features of these spaces are developed within the context of classical homotopy theory based on joint work with A. Bahri, M. Bendersky, and S. Gitler."
2009/04/14,,,"This will be a Tuesday talk, at 4:00 in 2-151","Fred Cohen","University of Rochester",http://www.math.rochester.edu/people/faculty/cohf/,"On natural subspaces of products, and their applications","The first basic example here is the configuration space of unordered $k$-tuples of distinct points in a space $M$. When specialized to the case of $M$ given by the complex numbers, these spaces can be identified as the space of classical complex, monic polynomials of degree $k$ which have exactly k distinct roots.

Elementary features of these spaces as well as their connections to spaces of knots, links, and homotopy groups of spheres will be addressed. These topics are based on joint work with R. Budney as well as J. Berrick, Y. Wong and J. Wu."
2009/04/13,,,,"Fred Cohen","University of Rochester",http://www.math.rochester.edu/people/faculty/cohf/,"On spaces of homomorphisms and spaces of representations","The subject of this talk is the structure of the space of homomorphisms from a free abelian group to a Lie group $G$ as well as quotients spaces given by the associated space of representations. These spaces as well as further spaces of representations admit the structure of a simplicial space at the heart of the work here. Features of geometric realizations will be developed.

What is the fundamental group or the first homology group of the associated space in case $G$ is a finite, discrete group?

This deceptively elementary question as well as more global information given in this talk is based on joint work with A. Adem, E. Torres, and J. Gomez."
2009/04/06,,,,"Nitu Kitchloo","UCSD",http://www.math.ucsd.edu/~nkitchlo/,"The two dimensional cobordism category with flat connections","I will describe the stable (in genus) structure of the universal moduli space of flat connections on riemann surfaces. I will also introduce the category of $1$-manifolds and $2$-cobordisms endowed with flat connections. Using classical techniques of Atiyah-Bott, and more recent techniques introduced by Madsen-Weiss and coauthors, we will give a complete description of the classifying space of this category. This is joint work with R. Cohen and S. Galatius."
2009/03/30,,,,"Sam Isaacson","Harvard University",,"Cubical homotopy theory and monoidal model categories","Let $C$ be a model category. In a 2001 paper, Dan Dugger showed that if $C$ is combinatorial, it can be realized as a left Bousfield localization of simplicial presheaves on some small site. I'll describe a variation of this theorem: by replacing simplicial sets with a cubical model for the homotopy category, we can produce a presentation for $C$ when $C$ is symmetric monoidal that retains the monoidal structure of $C$ as the Day convolution product."
2009/03/16,,,,"Mike Mandell","Indiana University",http://mypage.iu.edu/~mmandell/,"Localization in $THH$ and $TC$.",
2009/03/09,,,,"Douglas Ravenel","University of Rochester",http://www.math.rochester.edu/u/faculty/doug/,"Homotopy fixed point spectra for finite subgroups of the Morava stabilizer group.",
2009/03/03,,16:00:00,"This will be a Tuesday talk, at 4:00 in 2-151.","Pascal Lambrechts","University of Louvain",,"Rational homology of spaces of smooth embeddings",".For a given compact smooth manifold $M$ we consider the space $\mathrm{Emb}(M,R^k)$ of smooth embeddings of M into some large Euclidean space $R^k$, or rather some geometric variant of it, which is a homotopy invariant of $M$.

I will explain how Goodwillie's cutting method enables us to understand the homotopy type of this space of emeddings. I will then prove that the rational homology of that space is actually an invariant of the rational homotopy type of $M$. The proof is based on Kontsevich's theorem on the formality of the little cube operad and Arone's description of the layers of Weiss' orthogonal tower for the space of embeddings. This is a joint work with Greg Arone and Ismar Volic."
2009/03/02,,,,"John Harper","EPFL",,"Bar constructions and Quillen homology of modules over operads","In Haynes Miller's proof of the Sullivan conjecture on maps from classifying spaces, Quillen's derived functor notion of homology (in the case of commutative algebras) is a critical ingredient. This suggests that homology for the larger class of algebraic structures parametrized by an operad will also provide interesting and useful invariants. Working in the two contexts of symmetric spectra and unbounded chain complexes, we establish a homotopy theory for studying Quillen homology of modules and algebras over operads, and we show that this homology can be calculated using simplicial bar constructions. A key part of the argument is proving that the forgetful functor commutes with certain homotopy colimits. A larger goal is to determine the extra structure that appears on the derived homology and the extent to which the original object can be recovered from its homology when this extra structure is taken into account. This talk is an introduction to these results with an emphasis on several of the motivating ideas."
2009/02/23,,,,"Samik Basu","Harvard University",,"$A_\infty$ structures on Thom spectra","Let $R$ be an $E_\infty$ ring spectrum. Given a map $f:X \rightarrow \mathrm{BGL}_1(R)$, we can construct a Thom spectrum $Xf$. If $f$ is a loop map, then there is an $A_\infty$ $R$ module structure on the Thom spectrum. I will consider various examples of these Thom spectra and construct $A_\infty$ structures on them. I will then use this identification to calculate Topological Hochschild Homology."
2009/02/09,,,,"Brian Munson","Wellesley College",http://palmer.wellesley.edu/~munson/,"A stable range description of the space of link maps","For smooth manifolds $P$, $Q$, and $N$, let $\mathrm{Link}(P,Q;N)$ denote the space of smooth maps of $P$ in $N$ and $Q$ in $N$ such that their images are disjoint. I will discuss the connectivity of a ""generalized linking number"" from the homotopy fiber of the inclusion of $\mathrm{Link}(P,Q;N)$ into $\mathrm{Map}(P,N)\times\mathrm{Map}(Q,N)$ to a certain cobordism space of manifolds over a space which is a homotopy theoretic model for the intersections of $P$ and $Q$. The proof of the connectivity uses some easy statements about connectivities in the world of smooth manifolds as a guide for obtaining similar estimates in a setting where the tools of differential topolgy do not apply. This is joint work with Tom Goodwillie."
2008/12/15,,,,"Boris Botvinnik","University of Oregon",http://www.uoregon.edu/~botvinn/,"Cobordism category of manifolds with positive scalar curvature",
2008/12/09,,16:00:00,"This talk is to be held at 4pm in room 2-151.","Kari Ragnarsson","DePaul University",http://math.depaul.edu/~kragnars/,"Fusion in the Burnside ring","In this talk I will present recent work, joint with Radu Stancu, in which we obtain a bijection between saturated fusion systems on a finite p-group S and idempotents in the double Burnside ring of S satisfying a ""Frobenius reciprocity relation"". (These terms will all be defined in the talk.) The theorem and its proof are purely algebraic, so I will focus attention on implications in algebraic topology, answering long-standing questions on the stable splitting of classifying space and generalizing a variant of the Adams-Wilderson theorem, as well as the obvious implications for $p$-local finite groups."
2008/12/08,,17:00:00,"This talk will begin at 5:00. Please note the time change.","Matthias Kreck","Bonn",http://www.hausdorff-research-institute.uni-bonn.de/kreck,"Codes, arithmetic and $3$-manifolds.",
2008/12/01,,,,"John McCleary","Vassar College",http://math.vassar.edu/faculty/mccleary/default.html,"Borsuk-Ulam phenomena.",
2008/11/24,,,,"Kathryn Lesh","Union College",http://www.math.union.edu/~leshk/,"An interesting filtration of bu and an analogue of the Whitehead Conjecture","I will discuss connections between the calculus of functors and the Whitehead Conjecture, both for the classical theorem of Kuhn and Priddy for symmetric powers of spheres and for the analogous conjecture in topological K-theory. It turns out that key constructions in Kuhn and Priddy's proof have bu-analogues, and there is a surprising connection to the stable rank filtration of algebraic K-theory."
2008/11/17,,,,"Bertrand Guillou",UIUC,"http://www.ms.uky.edu/~guillou/","Enriched and equivariant homotopy theory","I will describe some joint work with J.P. May in which we investigate when enriched model categories can be modeled as enriched diagrams on a small (enriched) domain category. As an application, we are able to obtain a new model for the equivariant stable homotopy category of a compact Lie group."
2008/11/12,,17:00:00,"This talk is to be held at 4pm in room 2-142.","Dev Sinha","University of Oregon",http://www.uoregon.edu/~dps/index.php,"Configuration spaces and homotopy theory.","Carefully developing the homology and cohomology of ordered configuration spaces leads to a pretty model for the Lie cooperad. We use this model to unify the Quillen approach to rational homotopy theory with the theory of Hopf invariants. We will also share progress on a new approach to the cohomology of unordered configurations spaces (i.e. symmetric groups), which are of course relevant to homotopy theory at p."
2008/11/03,,,,"Carl-Friedrich Bödigheimer","Bonn" ,http://www.mathematics.uni-bonn.de/faculty/Boedigheimer/,"Symmetric groups and moduli spaces of surfaces","The symmetric groups $S_p$ are considered with the norm induced by the word length (with respect to transpositions as generators). This gives a filtration of their classifying spaces. Furthermore, using certain deletion functions $S_p \rightarrow S_{p-1}$ the family of all symmetric groups can be regarded as filtered simplicial object. we show: in its realization, the stratum for norm equal to $h$ has several components, each being homoemorhic to a vector bundle over the moduli space $M_g,_1^m$ of genus $g$ surfaces with one boundary curve and m punctures (for $h =3D 2g + m$)."
2008/10/27,,,,"Matthew Ando",UIUC,http://www.math.uiuc.edu/~mando/,"Parametrized spectra, Thom spectra, and twisted Umkehr maps","Let $R$ be an associative ring spectrum. I shall describe several new constructions of the $R$-module Thom spectrum associated to a map $f: X \rightarrow \mathrm{BGL}_1 R$. The space $\mathrm{BGL}_1 R$ classifies the twists of $R$-theory, and to a fibration of manifolds $g: Y \rightarrow X$ I shall associated an Umkehr map $g_!$ from the $fg$-twisted $R$-theory of $Y$ to the $f$-twisted $R$- theory of $X$. In the case of K-theory, this twisted Umkehr map appears in the study of $D$-brane charge. I shall review this story, and then discuss the analogous construction for TMF."
2008/10/20,,,,"Mark Hovey","Wesleyan University",http://math.wesleyan.edu/~mhovey/,"Ring spectra of finite dimension","In joint work with Keir Lockridge, we have been developing theories of global and weak dimensions for ring spectra. We have good results for ring spectra of dimension zero, and partial results but good conjectures for the finite dimensional case."
2008/10/15,,,"This is held in room 2-142!","Larry Smith","GAU",,"Local cohomology, Poincare duality algebras, and Macaulay dual systems.",
2008/10/06,,,,"Alex Suciu","Northeastern University",http://www.math.neu.edu/~suciu,"Cohomology jumping loci","The cohomology jumping loci of a space $X$ come in two basic flavors: the characteristic varieties (the jump loci for cohomology with coefficients in rank $1$ local systems), and the resonance varieties (the jump loci for the homology of the cochain complexes arising from multiplication by degree $1$ classes in the cohomology ring of $X$). I will discuss various ways in which the geometry of these varieties is related to the formality, quasi-projectivity, and homological finiteness propoerties of the fundamental group of $X$."
2008/09/29,,,,"Ismar Volic","Wellesley College",http://palmer.wellesley.edu/~ivolic/,"Link invariants through multivariable manifold calculus","We will describe how (multivariable) manifold calculus of functors can be used for studying classical knots and links. In particular, this theory yields a classification of finite type invariants and Milnor invariants of knots, links, homotopy links, and braids. Another novelty is that a certain cosimplicial variant of manifold calculus provides a way for studying knots and links in a homotopy-theoretic framework. Higher-dimensional analogs will also be discussed. This is joint work with Brian Munson."
2008/09/15,,,,"Søren Galatius","Stanford University",http://math.stanford.edu/~galatius/,"hocolim decomposition of compactified moduli space","The moduli space of Riemann surfaces $M$ is a classifying space for families of Riemann surfaces. It has a compactification $\bar M$, which is a classfying space for families of modal Riemann surfaces. A nodal Riemann surface is allowed to have singularities which look like the solutions to $zw=0$ in complex $2$-space. I will describe how to decompose $\bar M$ as a homotopy colimit of spaces which look more like $M$. Then I will use this to study part of the homology of $\bar M$, using what is known about the homology of $M$."
2008/09/08,,,,"Birgit Richter","Universität Hamburg",http://www.math.uni-hamburg.de/home/richter/,"An involution on the K-theory of (some) bimonoidal categories","On every bimonoidal category with anti-involution, R, there is an involution on the associated K-theory. This K-theory is the algebraic K-theory of the spectrum associated to R. In the talk I will construct this involution, discuss examples and indicate why the involution is non-trivial in several examples."

